,comment,star,date,,상품링크
244,"넘넘 좋아요!
처음에 제거 구매했다가 만족스러워서 남친것도 구매해서 잘 입고 있어요~~",5,22.07.05.,,
245,배송 빠르고 사이즈 꼭 맞아요 ㅗ,5,22.07.04.,,
246,"다른색상 구매후 흰색은 처음 구매했어요 
재질, 핏 모두 굿굿",5,22.07.08.,,
247,"깨끗한 하얀색..
넘 이뻐요~
많이 파세요",5,22.07.14.,,
248,넘 이쁘고 데일리로 입기 조아요,5,22.06.25.,,
249,좋아요~ 저렴하게 잘 샀어요~ 정사이즈에요,5,22.07.08.,,
250,좋네요~ 약간 정사이즈보다 크긴한데 그래도 나름괜찮은듯~  하나 작게사도 괜찮을거같아서 또 주문하려고요,5,22.06.13.,,
251,옷 이쁘고 좋아요 잘입을게요,5,22.06.30.,,
252,"첫 커플티로 샀어용>_<
옷 너무 예뻐요
짱 좋아요",5,22.07.11.,,
253,"넉넉하니.사이즈 아주 좋습니다
배송도 엄청 빠르게 받았어요!!",5,22.07.14.,,
254,색상이 로고랑 매치가 잘되서 넘 예뻐요.,5,22.06.26.,,
255,저렴한가격에 이정도면정말잘산거같아요 여름한철잘입을꺼같아요,5,22.07.08.,,
256,약간 품이 넉넉해요 배송빠한국L은 M,5,22.07.16.,,
257,4번째 구매에요! 색상 이뻐요~~,5,22.06.25.,,
258,폴로티 저렴하게 구했습니다.,5,22.06.28.,,
259,폴로티 저렴하게 구했습니다.,5,22.06.28.,,
260,배송빠릅니다 감사합니다 만족합니다,5,22.06.26.,,
261,180/86 정도 체형분들 xl사이즈 알맞게 기장도좋고 딱좋아요 1개구매 입어보고 추가구매해요,5,22.07.06.,,
262,사이즈 잘 맞아요 s 없어서 M 샀는데 괜찮아요 색 예뻐요,5,22.06.16.,,
263,잠옷으로 입고있는대 너무편하고 이쁩니다,5,22.06.25.,,
264,득템했네요다음에또구매하겠습니딘,5,22.07.16.,,
265,그냥 적당히 잘 입고 다녀요 근데 옷에 까만것들이 너무 묻어있어요 ㅜ,3,22.06.20.,,
266,"커플티로 아주 만족스럽습니다!
하지만 재질이 가격에 비하면 아쉬워요",5,22.06.13.,,
267,와우 너무 이쁜걸요. 역시 색감 선택 좋았어욪 너무 마음에 듭니다. 사이즈가 크네요.  M보다 S가 나을듯싶어요. 그래도 넘 이뻐요~♡,5,22.05.31.,,
268,와우 너무 이쁜걸요. 역시 색감 선택 좋았어욪 너무 마음에 듭니다. 사이즈가 크네요.  M보다 S가 나을듯싶어요. 그래도 넘 이뻐요~♡,5,22.05.31.,,
269,여자는 평소90-95사이즈 입는데 스몰/ 남자는 평소100사이스 입는데 라지 시켜서 입었는데 딱 좋아요!,5,22.06.22.,,
270,커플티로도 무난하고 이쁩니다~여름에 딱 입기 좋아요,5,22.06.20.,,
271,정사이즈고 촉감 좋아요!,5,22.06.28.,,
272,편하고좋아요!!!!,5,22.07.03.,,
273,무난하게 입고 하나더 주문완료,3,22.06.29.,,
274,매년 사야겠어요 ㅎㅎ 너무 이뻐요,5,22.06.25.,,
275,"남편이 머슬핏을 굉장히 좋아하는데
정사이즈여서 그런지 딱 예쁜 머슬핏이예요!",4,22.07.14.,,
276,사이즈 너무 좋고 기본 핏이어서 편안하게 너무 잘 입고 다닙니다. 인터넷으로 M사이즈를 입는데 S사이즈가 맞다고 상품평보고 구매한게 너무 잘 한거 같아요..,5,22.06.04.,,
277,정사이즈고 배송도 빨리 와서 너무 좋아요,5,22.07.14.,,
278,"화이트하나 그레이하나 두개 구매했습니다
176에 70키론데 m사이즈 아주 찰떡이네요",5,22.07.14.,,
279,예쁘네요 편하게 잘입을꺼같아요,5,22.07.13.,,
280,너무잘맞아요~면도 부드럽고 좋아요 깔끔해서 면판바지에 입어도 예쁘네요,5,22.06.10.,,
281,데일리로 잘 입게 되서 좋아요,5,22.06.26.,,
282,"생각보다 컸지만 원래 크게 입는 걸 좋아해서
너무 좋았어요!! 그리고 목 늘어난다길래 걱정했는데 전 여러번 입었지만 아직 안 늘어났어용",5,22.06.03.,,
283,"빠른배송 감사합니다.
착용감 편해서 좋아요",5,22.07.07.,,
284,여러장구매.원단조아요,5,22.06.28.,,
285,남편과 커플티도 사고 지인 선물용으로 재구매했어요~ 너무 맘에 드네요👍,5,22.07.06.,,
286,맘에 들어요 재구매각,5,22.07.13.,,
287,이쁘네요 다른색도 구매할께요,5,22.06.22.,,
288,"이쁘고 좋습니다
2벌 구매함",5,22.07.15.,,
289,"색상, 착용감 굿!",5,22.07.01.,,
290,예뻐요 잘입고있어요,4,22.06.30.,,
291,배송이 겁나 빠름 좋아요,4,22.06.27.,,
292,좋아요 ㅎㅎ 감사합니다,5,22.06.22.,,
293,편하고 좋아요 또 구매하려교요,5,22.07.13.,,
294,"가격착하고 품질도 만족합니다
잘입고 운동열심히 할겁니다",5,22.07.11.,,
295,제것 사고 나서 너무 좋아서 남자친구에게도 선물해 줬는데 너무 좋아해요!,5,22.06.17.,,
296,깔큼하고 예뻐요 소재도 부드럽고 면반바지에도 잘어울리네요,5,22.06.10.,,
297,배송빠르고마음에쏙들어요,5,22.07.16.,,
298,소재자체가 핏이좋고 세탁후에도 변형없이 매우 만족해서 다른 컬러로 재구매 예정입니다,5,22.06.16.,,
299,"핏이 이쁘네요
생각보다는 조금 큰것 같아요",5,22.07.09.,,
300,핏너무 이쁘고 가성비 짱입니다.,5,22.07.16.,,
301,싸이즈는 생각보다 작은데 아들 줬어요 . 잘 입겠습니다.,3,22.07.07.,,
302,이뻐서 좋아여 색별로 사구싶어용,5,22.06.21.,,
303,원단이 넘 힘이 없네요.,3,22.07.02.,,
304,재질도 좋고 이뻐요 또 구매할게요,5,22.07.13.,,
305,"160/55 하비
평소 55, m입는데 핏되는건 싫고 아주 살짝 넉넉한게 좋아 상세사이즈보고 m 시켰는데 너무 좋아요! 천도 탄탄해서 색깔별로 구매하고 싶네요. 첨에 약간 공장? 냄새 나는데 금방 빠지더라고요.",5,22.06.24.,,
306,면이좀 얇깅한데 좋아용,5,22.06.29.,,
307,여자버전은 팔이 너무 짧아서 부담스러운데 이건 좋아요 ㅎㅎ,5,22.07.11.,,
308,예뽀요 퍼란색 색도 쨍하니,5,22.06.25.,,
309,사이즈는 생각보다 크지만 원단이 좋고 예쁩니다 ^^,5,22.07.12.,,
310,품질좋고 깔끔해요 ㅎㅎ,5,22.06.28.,,
311,색상도 이쁘고 사이즈도 딱 좋고 고급스럽고 다 좋습니다 ^^,5,22.07.12.,,
312,사이즈가 남성것이었나봐요. 제가 확인을 제대로 하지 않고 주문을 해서. 그래도 아들이 입을 수 있어서 다행입니다.,4,22.06.09.,,
313,"사진처럼 예쁘네요
천이 조금 얇아요",4,22.06.21.,,
314,재짌과 색상 다 만족해요,4,22.06.26.,,
315,소재랑 색상 맘에들어요,4,22.06.26.,,
316,가성비좋은상품 입니다,5,22.06.26.,,
317,"만족합나다
아내가 이쁘다고 하네요",5,22.07.14.,,
318,핏이 아주 좋네요. 여름에 입기 딱 좋을것 같아요,4,22.06.17.,,
319,면이좀 얇은데 좋아용,5,22.06.29.,,
320,둔탄 색상 샀는데 편하고 이뻐서 또 구매했어요!,5,22.06.21.,,
321,"180cm에 110키로인데 XL구매했습니다.
사이즈도 넉넉하고 아주 마음에 들어요
추가구매 합니다~",5,22.06.14.,,
322,네이비 색감이 이뻐요,5,22.06.25.,,
323,넘 이쁘고 빠른배송 좋아요,5,22.06.24.,,
324,배송빠르고 상품품질 만족합니다~,5,22.06.23.,,
325,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
326,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
327,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
328,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
329,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
330,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
331,남편이 머슬핏을 굉장히 좋아하는데 딱 적당한 머슬핏이예요!,5,22.07.14.,,
332,아주좋아요. 사이즈 괜찮아요 맘에들아요,5,22.06.14.,,
333,아주좋아요. 사이즈 괜찮아요 맘에들아요,5,22.06.14.,,
334,꼼꼼한 포장과 빠른배송 감사합니다,5,22.07.12.,,
335,꼼꼼한 포장과 빠른배송 감사합니다,5,22.07.12.,,
336,딸아이가 입으려고 m으로 샀는데 살짝 큰 감이 있어서 s로 살걸 조금 아쉽더라구요,5,22.07.06.,,
337,아주이쁘고 두번째 수내라 만족스럽습니다,5,22.06.20.,,
338,깔끔하고 이뻐요!!,5,22.06.28.,,
339,"첨에  소재가  좋아서 ..빨면  어떨까  싶었는데
몇번빨아도  여전히  좋아요
다른색도  사줄까싶어요",5,22.06.30.,,
340,맘에 들어요! 저렴하게 샀어요,5,22.07.08.,,
341,빨리 도착했고 예뻐요,5,22.06.27.,,
342,빨리 도착했고 예뻐요,5,22.06.27.,,
343,남자친구 생일선물로 사줬는데 남자친구도 마음에 들어하고 좋아요!!,5,22.06.18.,,
344,한사이즈 작게 주문했더니 딱 맞아요,5,22.07.14.,,
345,와이프가 좋아합니다 이쁘다고하네요,5,22.07.14.,,
346,아주 마음에 듭니다 다른색상 또 주문하려고 합니다,5,22.07.06.,,
347,좋은 가격을 좋은 상품 샀어요 감사합니당,5,22.07.15.,,
348,좋은 가격을 좋은 상품 샀어요 감사합니당,5,22.07.15.,,
349,칼라  사이즈  모두 마음에  들어요,5,22.07.12.,,
350,생각보다 정핏이라 아쉽긴 했지만 그래도 데일리티로 아주 좋아용,5,22.06.16.,,
351,역시 넘 젛아여 174/73 엠사이즈 딱조아요 ㅎㅎㄹ 카플로 이쁘게 입음,5,22.06.09.,,
352,재질이 너무 좋아요 핏도 좋구요!!,5,22.07.04.,,
353,너무 편하고 이쁩니다,5,22.06.24.,,
354,목부분이 약하지만 만족합니당,5,22.07.12.,,
355,"적당히 헐렁하고 심플하니 좋습니다
177에 78정도인데 적당히 품 넉넉히 입을수 있어요",5,22.06.16.,,
356,"너무 좋아요 부모님한테 선물해주니
너무 좋아시네요 두번째 재구매",4,22.06.30.,,
357,아까 쓰다가 제가 잘못 눌러서 뭔가 없어진 것 같네요 배송도 빠르고 품질도 너무 좋고 앞으로 계속 주문하려구요 감사합니다 ^^,5,22.05.31.,,
358,가성비 값이구 너무 잘 입었어요!!,5,22.06.22.,,
359,편하게 입기 좋아요,5,22.07.15.,,
360,편하게 입기 좋아요,5,22.07.15.,,
361,칼라와사이즈 마음에들어요,4,22.07.12.,,
362,옷이 얇아서 여름에 입기 좋네요 잘 입을게요~,5,22.06.23.,,
363,시원하고 편해요 잘입고 있습니다,5,22.07.14.,,
364,잘입고 있습니다 편하고 시원해요,5,22.07.14.,,
365,"남자친구 선물해줬는데좋아합니다
제거도 몇개 더 사려고요~^^",5,22.06.20.,,
366,잘입고다니시더라구용 운동할때,5,22.06.24.,,
367,두번째 구매입니다 색깔별로 사면 좋을거 같습니다. 원단도 부드러워서 좋아요,5,22.06.27.,,
368,3번째 구매입니다 배송 빠르고 편해요,5,22.07.14.,,
369,편하고 부담없이 입고잇어요,5,22.07.15.,,
370,배송 빨라요 또 이용할깨요,5,22.07.15.,,
371,캐쥬얼룩으로 딱 조하욧,5,22.06.25.,,
372,생각보다 타이트함 밑단길이 조금 짧음,5,22.07.10.,,
373,"유행없고 순면이라 땀흡수 착용감
다좋아요",4,22.06.19.,,
374,가성비좋은상품 입니다,5,22.06.22.,,
375,가성비좋은상품 입니다,5,22.06.22.,,
376,남자친구껀데 아직.안입혀봤어요,5,22.06.23.,,
377,"어깨 넓고 덩치있는 편이라 XL 주문했는데 
잘 맞아요 넘 크지도 않고 작지도 않고 적당해요 
많이 얇다고 해서 걱정했는데 적당히 얇아서 만족합니다. 이뻐요 ◡̈",5,22.06.01.,,
378,6월 4일주문 8일날 받았어요  국내사이즈 95정도입는데 m괜찮네요 질도 좋아요,5,22.06.09.,,
379,아빠 선물 해드렸는데 편하고 좋다고 해용,5,22.07.12.,,
380,"오버핏으로 입으니까 이뻐용
배송도 빠르고 좋습니당 ㅎㅎ",5,22.06.15.,,
381,173/73 엠사이즈 딱 이쁘게 맞아여 헐렁하게 입으면 안이쁜듯 ㅎ 커플로 잘입엇음,5,22.06.09.,,
382,"아주아주 잘 입고 있어요.
재구매 할 예정입니다.",5,22.07.08.,,
383,아주 조아호 조세호오,5,22.07.13.,,
384,"신랑 사줬는데 너무 이쁘고 날씬해보이네요
신랑이 너무맛에들어해서 
또 구입합니다
번창하세요",5,22.06.22.,,
385,무난하게 받쳐 입기 좋아요,5,22.07.11.,,
386,옷이 얇고 여름에 입기 좋네요~,5,22.06.23.,,
387,소재도 부드럽고 시원해서 좋네요. 잘 입을께요. 감사합니다.,5,22.06.09.,,
388,너무 예뻐요! 색감두 짱짱,5,22.06.17.,,
389,정말너무 맘에 들어서 다음에 또 구매 계획있습니다,5,22.07.05.,,
390,"여자친구 선물로줬는데
 잘맞는답니다ㅎㅎ",5,22.06.22.,,
391,"남자친구한테 잘 어울려요""""",4,22.06.27.,,
392,"잘 입고 있어요.
재구매 할 예정입니다.",5,22.07.08.,,
393,빨래하니 목부분이 쉽게 늘어낫어요 그래도 만족해요,4,22.07.05.,,
394,"잘 받았습니다. 생각보다 커서 한사이즈 적게 주문할걸 그랬다싶네요;;;
면이 좋은것같아 편하게 입을 생각입니다~~",4,22.06.25.,,
395,"잘 받았습니다. 생각보다 커서 한사이즈 적게 주문할걸 그랬다싶네요;;;
면이 좋은것같아 편하게 입을 생각입니다~~",4,22.06.25.,,
396,상세페이지와 같고 품질좋습니다.,5,22.07.10.,,
397,이뻐서 다른색으로 또 구매했어요,5,22.07.09.,,
398,사이즈 적당하고 만족스러워요,5,22.07.10.,,
399,55사이즈인 저에게 딱 적당한 핏이에요! 요즘 살쪄서 작을까봐 걱정했는데 괜찮았어요! 폴로티 자체가 엄청 좋은 재질은 아닌지라 오래 입을 것 같지는 않지만 너무 저렴하게 구매해서 나중에 또 재구매 하려구용,5,22.06.10.,,
400,"좀 길었어 글치
갠찻네요 사이즈",5,22.07.13.,,
401,배송도빨랏고 디자인 핏전부다 마음에듭니다!,5,22.07.07.,,
402,건조기돌리면 줄어들어요 ㅜ,5,22.07.14.,,
403,정사이즈 좋은 품질에 기본티입니디. 좋아요.,5,22.06.17.,,
404,사이즈 딱이구 조아요,4,22.07.12.,,
405,재질이 넘좋아서 추가주문했어요 굿굿,5,22.07.04.,,
406,뭐 말그대로 폴로티라~ 적당한 가격에 괜찮네요,5,22.07.04.,,
407,잘입으싣대요 좋아용,5,22.06.24.,,
408,사이즈가 생가보다 큽니다,5,22.07.13.,,
409,이쁘내요아주만족합니다,5,22.06.17.,,
410,너무 이쁘게 잘입었습니다 !!,5,22.06.21.,,
411,카키 잘받았어요 ㅎㅎ,5,22.06.26.,,
412,세탁 자주했는데 옷이 아직 새것 같아요,5,22.07.10.,,
413,그냥 무난하게 폴로 티셔츠 사서 입기 좋아용,5,22.07.09.,,
414,보풀이 좀 일어나요ㅠ 자주 입어서 그런가봐요,4,22.07.06.,,
415,아주 저렴한 가격에 두개나 잘 샀어요~,5,22.07.08.,,
416,마감이 좀 부실한데.. 짭은 아니겠죠? ㅠ,5,22.06.17.,,
417,"시원하고 핏도 적절해요
그런데 목이 금방 늘어날것같아요",5,22.07.08.,,
418,여름에 입기 딱좋아요!,5,22.06.21.,,
419,배송도 빠르고 옷도 너무 만족스럽습니다!!,5,22.06.19.,,
420,좋아요 편해요 감사합니다,5,22.07.09.,,
421,너무 커서 좀 놀랬네요 ㅠㅠ,3,22.06.24.,,
422,배송도 정말 빠르네요 감사합니당,5,22.07.11.,,
423,적당한 질감 무난해요,5,22.07.13.,,
424,이쁘게 잘입고다닙니당ㅎㅎ 감사합니당,5,22.07.06.,,
425,엑스라지 평소에 잘 입었는데 생각보다 쪼끔 크네요? 그래도 막 큰게아니라 예쁘게 큽니다 잘입을게요~,5,22.06.25.,,
426,핑크색상도 이쁘네요~~,5,22.06.21.,,
427,빠른배송 너무너무감사해요,5,22.07.11.,,
428,빠른배송 너무너무감사해요,5,22.07.11.,,
429,배송 무지 빠르네요 일단 앏고 촉감이 좋아 여름에 잘입겠네요 173/72키로여서 원래 100정도 입는데 요새는 배가 나와서 딱맞는것보다 편한게 좋을거 같아서 L주문했는데 괜찮네요 배도 덮어지고 ㅋㅋ 아주 좋아요,5,22.05.10.,,
430,얇고 가벼워요. 짙은 네이비 색상에 빨간 마크가 아주 잘 어울리네요,5,22.06.11.,,
431,커플티로 입으려고 샀는데 넘 예쁘고 맘에 들어서 다른색도 구매하려구요 ㅎㅎ 감사합니당,5,22.06.25.,,
432,100사이즈 m 딱맞아요! 사장님도 너무 친절하시고 또 주문할게요. 감사합니다. 꾸벅꾸벅,5,22.06.24.,,
433,면도 재질도 만족하고 잘 입고 있습니다.,5,22.07.07.,,
434,배송빠르고 좋습니다,4,22.07.13.,,
435,부들부들하고 시원한 면이라 좋아요,5,22.06.17.,,
436,생각보다 큰데 편하게 잘입고 잇어요,5,22.07.07.,,
437,남편105사이즈라 xl구매했는데 기존에입는티와 비교해보니 잘맞을거같아요,5,22.06.14.,,
438,"확실히 브이넥이라 뽀대가 나구요
옷이 굉장히 편합니다.
구매하세요
좋은 옷이네요",5,22.06.07.,,
439,빠른 배송 감사합니당.,5,22.06.23.,,
440,M 이 국내100 사이즈보다 약간 넉넉하네요,5,22.07.11.,,
441,너무 커서 좀 놀랬네요 ㅠㅠ,3,22.06.24.,,
442,배송도 정말 빠르네요 감사합니당,5,22.07.11.,,
443,적당한 질감 무난해요,5,22.07.13.,,
444,이쁘게 잘입고다닙니당ㅎㅎ 감사합니당,5,22.07.06.,,
445,엑스라지 평소에 잘 입었는데 생각보다 쪼끔 크네요? 그래도 막 큰게아니라 예쁘게 큽니다 잘입을게요~,5,22.06.25.,,
446,핑크색상도 이쁘네요~~,5,22.06.21.,,
447,빠른배송 너무너무감사해요,5,22.07.11.,,
448,빠른배송 너무너무감사해요,5,22.07.11.,,
449,배송 무지 빠르네요 일단 앏고 촉감이 좋아 여름에 잘입겠네요 173/72키로여서 원래 100정도 입는데 요새는 배가 나와서 딱맞는것보다 편한게 좋을거 같아서 L주문했는데 괜찮네요 배도 덮어지고 ㅋㅋ 아주 좋아요,5,22.05.10.,,
